,id,name,brand,base_name,screen_size,pixels_x,pixels_y,screen_surface,touchscreen,cpu,cpu_details,detachable_keyboard,discrete_gpu,gpu,os,os_details,ram,ssd,storage,weight,min_price,max_price
206,24847,"Acer Spin 5 SP515-51GN-83YY, 15.6"" Full HD Touch, 8th Gen Intel Core i7-8550U, GeForce GTX 1050, Alexa Built-in, 8GB DDR4, 1TB HDD, Convertible, Steel Gray",Acer,Acer Spin 5 SP515-51GN,15.6,1920,1080,Glossy,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050,Windows,Windows 10 Home,8,0,1000,4.85,789.0,899.0
415,31195,"Prostar NH58RCQ 15.6 Inches FHD IPS, Intel i7-9750H, NVIDIA GTX 1660Ti, 16GB 2666Mhz DDR4, 250GB NVMe SSD, 1TB SSHD, Windows 10 Home, Slim Bezel Gaming Laptop, 1-Year Warranty",Other,Prostar NH58RCQ,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1660 Ti,Windows,Windows 10 Home,16,250,1250,4.85,1209.0,1229.0
70,27886,"2019 Dell Inspiron 15 5000 5570 Intel Core i7-8550U 12 GB DDR4 1TB HDD 15.6"" Full HD Touchscreen LED Silver Laptop",Dell,Dell Inspiron 5570,15.6,1920,1080,Glossy,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,12,0,1000,4.85,733.0,748.0
106,30993,"Sager NP7856 15.6 Inches Thin Bezel FHD IPS 144Hz Gaming Laptop, Intel Core i7-9750H, RTX 2060 6GB DDR6, 16GB RAM, 500GB NVMe SSD + 2TB FireCuda SSHD, Windows 10 Home",Other,Sager NP7856,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2060,Windows,Windows 10 Home,16,500,2500,5.0,1399.0,1399.0
502,11301,Asus Vivo Book Flagship High Performance 15.6 inch (1366 x 768) HD Laptop PC | Intel Pentium N3700 Quad-Core | 1.60 GHz | 4GB RAM | 500GB HDD | DVDRW | WIFI | Webcam | Windows 10 | Silver,Asus,Asus VivoBook,15.6,1366,768,Glossy,0,Intel Pentium,Intel Pentium N3700 1.6 GHz (Braswell Quad-Core),0.0,0,Intel HD,Windows,Windows 10,4,0,500,4.41,335.0,338.87
120,22135,"HP 15.6"" High Performance Touchscreen Laptop PC Intel i3-7100u Dual-Core Processor 8GB Memory 1TB HDD DVD+RW HDMI Webcam WIFI Bluetooth Windows 10-Black",HP,HP,15.6,1366,768,Glossy,1,Intel Core i3,Intel Core i3-7100U 2.4 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,8,0,1000,4.6,421.0,538.99
165,23607,"Dell XPS 9570 Laptop 15.6"" FHD, 8th Gen Intel Core i7-8750H CPU, 16GB RAM, 512GB SSD, GeForce GTX 1050Ti, Thin bzl 400 Nits Display, Silver, Windows 10 Home - XPS9570-7996SLV-PUS, Gaming Capable",Dell,Dell XPS 9570,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050 Ti,Windows,Windows 10 Home,16,512,512,4.0,1510.0,1558.0
3,22367,"Acer Aspire E 15, 15.6"" Full HD, 8th Gen Intel Core i3-8130U, 6GB RAM Memory, 1TB HDD, 8X DVD, E5-576-392H",Acer,Acer Aspire E5-576,15.6,1920,1080,Matte,0,Intel Core i3,Intel Core i3-8130U 2.2 GHz (8th gen Kaby Lake R Dual-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,6,0,1000,5.3,375.0,449.0
30,29632,"CUK Omen 15t Gaming Laptop (Intel i7-9750H, 64GB RAM, 2TB NVMe SSD + 2TB HDD, NVIDIA GeForce RTX 2070 8GB Max-Q, 15.6"" 4K UHD, Windows 10 Home) Gamers Notebook Computer",HP,HP OMEN 15t,15.6,3840,2160,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2070,Windows,Windows 10 Home,64,2000,4000,5.26,2199.99,2199.99
180,20512,2018 Asus VivoBook Max 15.6 inch HD High Performance Laptop PC | Intel Pentium N4200 Quad-Core | 4GB RAM | 500GB HDD | Bang & Olufsen Audio | USB Type-C | DVD +/-RW | Windows 10,Asus,Asus VivoBook Max,15.6,1366,768,,0,Intel Pentium,Intel Pentium N4200 1.1 GHz (Apollo Lake Quad-Core),0.0,0,Intel HD 505,Windows,Windows 10 Home,4,0,500,4.41,419.98,419.98
103,21203,"Dell i5577-7700BLK-PUS,15.6"" Full HD Gaming Laptop,(7th Gen Intel Core i7 (up to 3.8 GHz),12GB,128GB SSD+ 1TB HDD),NVIDIA GTX 1050 - Metal Chassis",Dell,Dell Inspiron 5577,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-7700HQ 2.8 GHz (7th gen Kaby Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050,Windows,Windows 10 Home,12,128,1128,5.66,1299.0,1299.0
304,30516,"MSI GF75 Thin 9SC-278 17.3"" 120Hz FHD Gaming Laptop, Intel Core i7-9750H, NVIDIA GTX 1650, 16GB, 512GB Nvme SSD, Win10",MSI,MSI GF75 Thin 9SC,17.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1650,Windows,Windows 10 Home,16,512,512,4.85,899.99,1022.0
303,27250,"Lenovo Legion Y7000 Gaming Laptop, 15.6"" FHD IPS Anti-Glare Laptop (Intel Core i7-8750H Processor, Nvidia GTX 1060, 16 GB DDR4, 1 TB HDD + 128 GB PCIe SSD, Windows 10 Home) 81LF0001US, Black",Lenovo,Lenovo Legion Y7000,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Home,16,128,1128,5.17,1129.0,1129.0
214,25929,"Apple MacBook Pro (13-inch, Previous Model, 8GB RAM, 512GB Storage) - Space Gray",Apple,Apple MacBook Pro 2018,13.3,2560,1600,Glossy,0,Intel Core i5,Intel Core i5-8259U 2.3 GHz (8th gen Coffee Lake Quad-Core with Hyper-Threading),0.0,0,Intel Iris Plus 655,macOS,macOS Mojave,8,512,512,3.02,1869.95,1875.95
396,29200,"Acer Chromebook 11 N7, Celeron N3060, 11.6"" HD, 4GB LPDDR3, 32GB eMMC, Google Chrome, C731-C118",Acer,Acer Chromebook 11 N7 C731,11.6,1366,768,Matte,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD 400,Chrome OS,Chrome OS,4,32,32,2.87,149.99,149.99
350,25057,"ASUS VivoBook F510UA Thin and Lightweight 15.6â€ FHD WideView NanoEdge Laptop, Intel Core i5-7200U 2.5GHz, 8GB DDR4 RAM, 1TB HDD, USB Type-C, Fingerprint Reader, Windows 10 â€“ F510UA-AH50",Asus,Asus VivoBook F510UA,15.6,1920,1080,Matte,0,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,8,0,1000,3.7,589.99,589.99
305,17746,HP 15.6 Inch HD High Performance Laptop PC | AMD A6-7310 | AMD Radeon R4 | 8GB RAM | 500GB HDD | DVD RW | WIFI | Webcam | Ethernet | Windows 10 | Black,HP,HP 15,15.6,1366,768,Glossy,0,AMD A6,AMD A6-7310 2.0 GHz (Puma+ Quad-Core),0.0,0,AMD Radeon R4,Windows,Windows 10,8,0,500,4.74,499.0,499.0
468,31422,"Samsung Chromebook 4 + Chrome OS 15.6"" Full HD Intel Celeron Processor N4000â€‹ 6GB RAM 64GB eMMC Gigabit wi-FI-XE350XBA-K03US",Samsung,Samsung Chromebook 4+,15.6,1920,1080,Matte,0,Intel Celeron,Intel Celeron N4000 1.1 GHz (Gemini Lake Dual-Core),0.0,0,Intel UHD 600,Chrome OS,Chrome OS,6,64,64,3.75,265.99,299.99
8,23120,"Dell ChromeBook 11 -Intel Celeron 2955U, 4GB Ram, 16GB SSD, WebCam, HDMI, (11.6 HD Screen 1366x768) (Renewed)",Dell,Dell Chromebook 11,11.6,1366,768,Glossy,0,Intel Celeron,Intel Celeron 2955U 1.4 GHz (4th gen Haswell Dual-Core),0.0,0,Intel HD,Chrome OS,Chrome OS,4,16,16,2.9,69.0,78.9
359,21467,"2018 HP Flagship High Performance 15.6 inch HD Laptop PC, Intel 8th Gen Core i5-8250U Quad-Core, 12GB DDR4, 2TB HDD, DVD, WIFI, Bluetooth, Windows 10, Jet Black",HP,HP,15.6,1366,768,Glossy,0,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,12,0,2000,4.3,545.37,559.0
429,28044,"HP Pavilion 15.6 HD 2019 Newest Thin and Light Laptop Notebook Computer, Intel AMD A6-9225, 8GB RAM, 1TB HDD, Bluetooth, Webcam, DVD-RW, WiFi, Win 10",HP,HP Pavilion,15.6,1366,768,Glossy,0,AMD A6,AMD A6-9225 2.6 GHz (7th gen Stoney Ridge Dual-Core),0.0,0,AMD Radeon R4,Windows,Windows 10,8,0,1000,4.63,395.0,408.0
418,26142,"Lenovo Yoga 720 2-in-1 15.6"" 4K UHD IPS Touch-Screen Ultrabook, Intel Core i7-7700HQ, 16GB RAM, 512GB SSD, NVIDIA GeForce GTX 1050, Thunderbolt, Fingerprint Reader, Backlit Keyboard -Win10",Lenovo,Lenovo Yoga 720,15.6,3840,2160,Glossy,1,Intel Core i7,Intel Core i7-7700HQ 2.8 GHz (7th gen Kaby Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050,Windows,Windows 10 Home,16,512,512,4.41,1048.88,1048.88
111,23601,"Acer Predator Helios 300 Gaming Laptop PC, 15.6"" FHD IPS w/ 144Hz Refresh, Intel i7-8750H, GTX 1060 6GB, 16GB DDR4, 256GB NVMe SSD, Aeroblade Metal Fans PH315-51-78NP",Acer,Acer Predator Helios 300 PH315-51,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Home,16,256,256,5.95,949.99,969.99
382,31417,"Sager NP7856 15.6 Inches Thin Bezel FHD IPS 144Hz Gaming Laptop, Intel Core i7-9750H, RTX 2060 6GB DDR6, 32GB RAM, 1TB NVMe SSD, Windows 10 Home",Other,Sager NP7856,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2060,Windows,Windows 10 Home,32,1000,1000,5.0,1549.0,1549.0
45,22746,"MSI GP73 Leopard-209 17.3"" Thin and Light Gaming Laptop GTX 1070 8G i7-8750H (6 Cores) 16GB 256GB SSD + 1TB Windows 10, VR Ready, Windows 10 64 bit",MSI,MSI GP73 Leopard,17.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1070,Windows,Windows 10 Home,16,256,1256,5.95,1649.0,1649.0
352,6345,"Lenovo - Yoga 2 2-in-1 11.6"" Touch-Screen Laptop - Intel Core i5 - 4GB Memory - 128GB Solid State Drive - Windows 8.1 - Silver",Lenovo,Lenovo Yoga 2,11.6,1920,1200,Glossy,1,Intel Core i5,Intel Core i5-4202Y 1.6 GHz (4th gen Haswell Dual-Core with Hyper-Threading),0.0,0,Intel HD 4200,Windows,Windows 8.1,4,128,128,3.06,779.99,779.99
73,20961,"2018 Dell Inspiron 13.3"" 2 in 1 FHD IPS Touchscreen Business Laptop/tablet, Intel Quad-Core i7-8550U 16GB DDR4 256GB SSD MaxxAudio Backlit Keyboard 802.11ac Bluetooth HDMI Webcam Win 10",Dell,Dell Inspiron 5379,13.3,1920,1080,Glossy,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,16,256,256,3.72,750.0,850.0
296,23244,"HP EliteBook 745 G5 14"" LCD Notebook - AMD Ryzen 7 2700U Quad-core (4 Core) 2.20 GHz - 8 GB DDR4 SDRAM - 256 GB SSD - Windows 10",HP,HP EliteBook 745 G5,14.0,1920,1080,Matte,0,AMD Ryzen 7,AMD Ryzen 7 2700U 2.2 GHz (Quad-Core with Simultaneous Multi-Threading),0.0,0,AMD Radeon Vega 10,Windows,Windows 10 Pro,8,256,256,3.27,623.65,655.89
377,18656,"Acer Aspire 1, 14"" Full HD, Intel Celeron N3450, 4GB RAM, 32GB Storage, Windows 10 Home, A114-31-C4HH",Acer,Acer Aspire 1,14.0,1920,1080,,0,Intel Celeron,Intel Celeron N3450 1.1 GHz (Apollo Lake Quad-Core),0.0,0,Intel HD 500,Windows,Windows 10,4,32,32,3.64,219.99,295.99
0,7774,"Lenovo Flex 3 15.6-Inch Touchscreen Laptop (Core i7, 8 GB RAM, 1 TB HDD, Windows 10) 80R40006US",Lenovo,Lenovo Flex 3 80JM002CUS,15.6,1920,1080,Glossy,1,Intel Core i7,Intel Core i7-5500U 2.40 GHz (5th gen Broadwell Dual-Core with Hyper-Threading),0.0,0,Intel HD,Windows,Windows 10,8,0,1000,4.6,899.0,899.0
60,28330,"HP 15.6"" HD 2019 New Touch-Screen Laptop Notebook Computer, Intel Pentium Quad-Core N5000 (up to 2.7 GHz), 8GB DDR4, 1TB HDD, Bluetooth, Wi-Fi, HDMI, Webcam, Win 10",HP,HP,15.6,1366,768,Glossy,1,Intel Pentium,Intel Pentium Silver N5000 1.1 GHz (Gemini Lake Quad-Core),0.0,0,Intel UHD 605,Windows,Windows 10 Home,8,0,1000,4.3,379.0,407.98
370,9181,"Dell Inspiron i5559-3347SLV 15.6 Inch Laptop (Intel Core i5, 8 GB RAM, 1 TB HDD, Silver Matte)",Dell,Dell Inspiron i5559-3347SLV,15.6,1366,768,Glossy,0,Intel Core i5,Intel Core i5-6200U 2.3 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0.0,0,Intel HD,Windows,Windows 10,8,0,1000,5.4,545.0,545.0
456,20743,HP ENVY x360-15m-bq021dx 15.6in Touch Screen Laptop - AMD FX 9800P 2.7GHz + Radeon R7 8GB SDRAM 1TB HDD Windows 10 Home (Renewed),HP,HP ENVY x360 15m-bq021dx,15.6,1920,1080,Glossy,1,AMD FX,AMD FX-9800P 2.7 GHz (7th gen Bristol Ridge Quad-Core),0.0,0,AMD Radeon R7,Windows,Windows 10 Home,8,0,1000,4.74,444.0,459.99
367,7269,"2016 HP Stream 13.3"" HD Laptop - Intel Dual-Core N3050 up to 2.16GHz, 2GB RAM, 32GB eMMC, 1-yr Office 365 Included, DTS Studio Sound, WLAN, Bluetooth, Webcam, Windows 10",HP,HP Stream 13,13.3,1366,768,matte,0,Intel Celeron,,0.0,0,Intel HD,Windows,Windows 10,2,32,32,3.42,298.0,298.0
487,27578,"Razer Blade 15 Gaming Laptop 2019: Intel Core i7-9750H 6 Core, NVIDIA GeForce RTX 2080 Max-Q, 15.6"" FHD 1080p 240Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3",Razer,Razer Blade 15,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2080 Max-Q,Windows,Windows 10 Home,16,512,512,4.74,2693.39,2699.99
345,24014,"Asus ROG Strix Hero II Gaming Laptop, 15.6â€ 144Hz IPS Type, NVIDIA GeForce GTX 1060 6GB GDDR5, Intel Core i7-8750H Processor, 16GB DDR4, 256GB Pcie SSD + 1TB Hdd, RGB, Windows 10 Home - GL504GM-DS74",Asus,Asus ROG Strix Hero II,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10,16,256,1256,5.29,1294.0,1358.0
349,7077,"Lenovo - G50 15.6"" Laptop - Intel Core i3-4030U (3M Cache, 1.90 GHz) - 4GB Memory - 1TB Hard Drive - Black G50 80L000ALUS",Lenovo,Lenovo G50 80L000ALUS,15.6,1366,768,glossy,0,Intel Core i3,Intel Core i3-4030U 1.9 GHz (4th gen Haswell Dual-Core with Hyper-Threading),0.0,0,Intel HD,Windows,Windows 8.1,4,0,1000,4.63,439.88,439.88
94,18657,"Dell Inspiron i5577-7342BLK-PUS,15.6"" Gaming Laptop, (Intel Core i7,16GB,512GB SSD),NVIDIA GTX 1050",Dell,Dell Inspiron i5577,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-7700HQ 2.8 GHz (7th gen Kaby Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050,Windows,Windows 10,16,512,512,5.7,1379.99,1379.99
62,30515,"Prostar P950RF 15.6 Inches FHD 144Hz, Intel i7-9750H, RTX 2070, 32GB 2666Mhz DDR4, 500GB NVMe SSD, 2TB SSHD, Windows 10 Home, Thin Gaming Laptop,1-Year Warranty",Other,Prostar P950RF,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2070,Windows,Windows 10 Home,32,500,2500,4.6,1679.0,1799.0
167,8619,"ASUS ZenBook UX305UA 13.3-Inch Laptop (6th Generation Intel Core i5, 8GB RAM, 256 GB SSD, Windows 10), Titanium Gold",Asus,Asus Zenbook UX305UA,13.3,1920,1080,Matte,0,Intel Core i5,Intel Core i5-6200U 2.3 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0.0,0,Intel HD,Windows,Windows 10,8,256,256,2.86,1499.11,1499.11
32,28224,"Newest HP High Performance 15.6â€ HD Touch-Screen Notebook Computer with Intel Pentium N5000 Processor, 4GB_RAM, 1TB Hard Drive, Webcam, WiFi and Bluetooth, HDMI, Windows 10 (Black)",HP,HP 15-bs289wm,15.6,1366,768,Glossy,1,Intel Pentium,Intel Pentium Silver N5000 1.1 GHz (Gemini Lake Quad-Core),0.0,0,Intel UHD 605,Windows,Windows 10 Home,4,0,1000,,325.99,360.0
446,27735,"Acer Aspire 5 Slim Laptop, 15.6 Inches FHD IPS Display, 8th Gen Intel Core i5-8265U, 8GB DDR4, 256GB SSD, Fingerprint Reader, Windows 10 Home, A515-54-51DJ",Acer,Acer Aspire A515-54,15.6,1920,1080,Matte,0,Intel Core i5,Intel Core i5-8265U 1.6 GHz (8th gen Whiskey Lake Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,8,256,256,4.19,508.98,523.27
329,18832,"Dell i3567-5185BLK-PUS Inspiron, 15.6"" Laptop, (7th Gen Core i5 (up to 3.10 GHz), 8GB, 1TB HDD) Intel HD Graphics 620, Black",Dell,Dell Inspiron i3567,15.6,1366,768,Glossy,0,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,8,0,1000,4.95,498.0,498.0
202,19609,"2017 Lenovo Yoga 710 2-in-1 11.6"" FHD IPS High Performance Touch-Screen Laptop, Intel Pentium Processor, 4GB RAM, 128GB SSD, HDMI, Bluetooth, 802.11ac, Webcam, No DVD, Win10-Aluminum chassis",Lenovo,Lenovo Yoga 710,11.6,1920,1080,Glossy,1,Intel Pentium,Intel Pentium 4405Y 1.5 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0.0,0,Intel HD 515,Windows,Windows 10 Home,4,128,128,2.36,575.0,599.0
285,20958,"Dell - Inspiron 15.6"" Laptop - Intel Core i3 - 8GB Memory - 1TB Hard Drive - Black",Dell,Dell Inspiron,15.6,1366,768,Glossy,0,Intel Core i3,Intel Core i3-7100U 2.4 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,8,0,1000,4.85,362.0,389.0
314,28975,"2018 Flagship Dell Inspiron 11.6"" HDÂ Chromebook, Intel Dual-Core Celeron N3060 up to 2.48GHz, 4GBÂ RAM 16GB SSD HDMI USB BluetoothÂ 802.11ac HD Webcam Chrome OS",Dell,Dell Chromebook,11.6,1366,768,,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD 400,Chrome OS,Chrome OS,4,16,16,3.09,140.0,156.99
321,25061,"Apple MacBook Air MD711LL/B 11.6in Widescreen LED Backlit HD Laptop, Intel Dual-Core i5 up to 2.7GHz, 4GB RAM, 128GB SSD, HD Camera, USB 3.0, 802.11ac, Bluetooth, Mac OS X (Renewed)",Apple,Apple MacBook Air 2014,11.6,1366,768,Glossy,0,Intel Core i5,Intel Core i5-4260U 1.4 GHz (4th gen Haswell Dual-Core with Hyper-Threading),0.0,0,Intel HD 5000,macOS,OS X Mavericks,4,128,128,2.38,339.99,399.0
187,8061,"Lenovo - IdeaPad 100s 11.6"" Laptop / Intel Atom Z3735F/ 2GB Memory / 32GB eMMC Flash Memory / Webcam / Windows 10- Red",Lenovo,Lenovo IdeaPad 100S,11.6,1366,768,Glossy,0,Intel Atom,Intel Atom Z3735F 1.33 GHz (Bay Trail Quad-Core),0.0,0,Intel HD,Windows,Windows 10,2,32,32,2.2,468.88,468.88
154,23119,"Samsung 2018 Galaxy Book 12"" FHD+ 2-in-1 Touchscreen Tablet Laptop Computer, Intel Core i5-7200U up to 3.10GHz, 8GB RAM, 256GB SSD, AC WIFI, Bluetooth 4.1, USB Type-C, Detachable KB, Windows 10 Pro",Samsung,Samsung Galaxy Book,12.0,2160,1440,Glossy,1,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),1.0,0,Intel HD 620,Windows,Windows 10 Pro,8,256,256,1.66,999.99,999.99
354,10814,"Acer Aspire ES 15, 15.6"" HD, Intel Core i3-6100U, 4GB DDR3L, 1TB HDD, Windows 10 Home, ES1-572-31KW",Acer,Acer Aspire ES1-572-31KW,15.6,1366,768,Glossy,0,Intel Core i3,Intel Core i3-6100U 2.3 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0.0,0,Intel HD 520,Windows,Windows 10,4,0,1000,5.29,449.99,449.99
436,29848,"ASUS ROG Strix G G731GU - 17.3"" FHD - i7-9750H - NVIDIA GTX 1660 Ti - 16GB - 512GB SSD",Asus,Asus ROG Strix G G731GU,17.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1660 Ti,Windows,Windows 10 Home,16,512,512,6.28,1085.99,1196.99
313,28642,"New Lenovo 130S 11.6"" HD Laptop, Intel Celeron (2 core) N4000 1.1GHz up to 2.6GHz, 4GB Memory, 64GB SSD, Webcam, Bluetooth, HDMI, USB 3.1, Windows 10, Office 365 Personal 1-Year Included",Lenovo,Lenovo IdeaPad 130S,11.6,1366,768,Matte,0,Intel Celeron,Intel Celeron N4000 1.1 GHz (Gemini Lake Dual-Core),0.0,0,Intel UHD 600,Windows,Windows 10 Home,4,64,64,2.54,189.05,209.88
365,30755,"Microsoft Surface Laptop 3 â€“ 13.5"" Touch-Screen â€“ Intel Core i5 - 8GB Memory - 128GB Solid State Drive (Latest Model) â€“ Platinum with Alcantara",Microsoft,Microsoft Surface Laptop 3,13.5,2256,1504,Glossy,1,Intel Core i5,Intel Core i5-1035G7 1.2 GHz (10th gen Ice Lake Quad-Core with Hyper-Threading),0.0,0,Intel Iris Plus,Windows,Windows 10 Home,8,128,128,2.79,798.0,929.0
127,28333,"Acer Chromebook 15, Intel Celeron N3350, 15.6"" Full HD Touch, 4GB LPDDR4, 32GB Storage, Google Chrome, Pure Silver, CB515-1HT-C2AE, 15-15.99 Inches",Acer,Acer Chromebook CB515-1HT,15.6,1920,1080,Glossy,1,Intel Celeron,Intel Celeron N3350 1.1 GHz (Apollo Lake Dual-Core),0.0,0,Intel HD 500,Chrome OS,Chrome OS,4,32,32,3.97,259.0,299.99
451,30758,"MSI GE75 Raider-287 17.3"" Gaming Laptop, 144Hz Display, Thin Bezel, Intel Core i7-9750H, NVIDIA GeForce RTX2060, 16GB, 512GB NVMe SSD",MSI,MSI GE75 Raider,17.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2060,Windows,Windows 10 Home,16,512,512,5.75,1699.98,1763.02
437,22132,"Acer Aspire 5, 15.6"" Full HD, 8th Gen Intel Core i5-8250U, GeForce MX150, 8GB DDR4 Memory, 256GB SSD, A515-51G-515J",Acer,Acer Aspire A515-51G,15.6,1920,1080,Matte,0,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Quad-Core Kaby Lake R with Hyper-Threading),0.0,1,NVIDIA GeForce MX150,Windows,Windows 10 Home,8,256,256,4.85,583.99,605.99
394,23230,"Acer NX.GY9AA.002 Aspire 3 A315-41-R8UU 15.6"" LCD Notebook - AMD Ryzen 5 2500U Quad-core (4 Core) 2 GHz, Black, 15-15.99""",Acer,Acer Aspire 3 A315-41,15.6,1920,1080,Matte,0,AMD Ryzen 5,AMD Ryzen 5 2500U 2.0 GHz (Quad-Core with Simultaneous Multi-Threading),0.0,0,AMD Radeon Vega 8,Windows,Windows 10 Home,8,0,1000,5.07,449.0,466.0
207,31190,"2020 HP 15.6"" Touchscreen Laptop Computer/ 10th Gen Intel Quard-Core i7 1065G7 up to 3.9GHz/ 8GB DDR4 RAM/ 512GB PCIe SSD/ 802.11ac WiFi/ Silver/ Windows 10+ EST 320GB External Hard Drive",HP,HP 15-dy1771ms,15.6,1366,768,Glossy,1,Intel Core i7,Intel Core i7-1065G7 1.3 GHz (10th gen Ice Lake Quad-Core with Hyper-Threading),0.0,0,Intel Iris Plus,Windows,Windows 10 Home,8,512,512,3.74,789.0,789.0
226,8789,"Dell Inspiron i7559-7512GRY 15.6 Inch UHD Touchscreen Laptop (6th Generation Intel Core i7 2.6 GHz Processor, 1 TB HDD, 16 GB RAM, 128 GB SSD, NVIDIA GeForce GTX 960M, Windows 10)",Dell,Dell Inspiron i7559-7512GRY,15.6,3840,2160,Glossy,1,Intel Core i7,Intel Core i7-6700HQ 2.6 GHz (6th gen Skylake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 960M,Windows,Windows 10,16,128,1128,4.6,1099.0,1999.11
